Word,Valence,Arousal,Dominance,Frequency
pacemaker,4.9,4.36,5.1,38
pacifier,5.52,3.2,5.11,20
pacifist,4.78,3.17,5.46,35
pacify,5.67,2.55,5.32,20
pack,5.55,4.1,6.05,2235
package,5.17,4.73,5.17,1162
packaging,5.15,3.3,5.36,43
packer,4.9,4.23,4.86,22
packet,5.16,3.62,5.55,128
pact,5,3.73,6,192
pad,5.14,3.96,5.45,415
padded,5.14,2.87,5.56,55
padding,5.25,2.76,4.88,49
paddle,5.38,4.17,5.43,191
padlock,4.8,3.33,5.16,35
padre,5.84,3.57,5,215
pagan,5,5.25,4.81,69
page,6.09,3.45,6.37,1912
pageant,5,4.42,4.88,244
pager,3.8,3.73,5.16,147
paging,4.71,4.6,6.19,104
pagoda,5.6,4.5,5.52,56
pail,4.5,2.24,5.08,48
pain,2,6.27,3.47,4995
painful,2.58,5.52,3.83,773
painkiller,5.43,3.39,4.67,27
painless,7.4,4.1,5.72,99
paint,5.74,4.5,6.56,1877
paintball,5.22,5.19,4.48,38
paintbrush,6.18,3.33,5.74,27
painter,6.6,3.29,5.71,344
painting,6.9,3.25,7.32,1489
pair,5.95,3.35,6.68,1900
pajama,6.86,4.37,6.54,65
pal,6.67,3.25,5.11,2937
palace,6.1,4.67,5.4,979
palate,5.89,2.75,4.8,50
pale,4.11,3.18,4.18,409
paleontology,5.82,3.9,5.59,21
palette,5.14,3.3,5.76,29
pallet,4.73,4.05,5.95,21
palm,6.05,2.67,5.83,675
palpable,4.85,4.59,5.37,21
pamper,7.11,4.38,6.18,26
pamphlet,4.37,2.7,5.12,60
pan,5.15,3.05,6,627
pancake,7.71,4,5.53,202
pancreas,4.14,2.74,5,40
panda,7.55,4.05,5.14,108
pandemonium,4.4,6.15,3.77,33
pane,4.95,3.57,4.85,24
panel,4.81,2.92,5,372
pang,4.94,4.5,3.88,81
panhandle,4.05,3.26,4.09,20
panic,2.56,6.4,2.65,1114
panicky,3.84,7,4.13,56
pansy,4.1,3.96,4.05,99
pant,5.33,3.9,4.56,49
panther,6.1,5.45,4.4,131
panties,6.38,5.65,4.95,414
pantry,5.38,4,6.14,89
pants,5.62,3.8,6.29,2996
panty,5.94,5,5.35,53
pantyhose,5.5,4.08,5.44,87
papa,7,4.4,6.37,2172
papaya,6.43,4.4,5.58,56
paper,5.42,3.52,5.64,5271
paperback,6.5,4.84,5.48,23
paperboy,5.41,3.19,5.32,22
paperweight,5.05,3.38,5.62,21
paperwork,4.25,4.1,5.23,531
paprika,6.4,4.09,5.69,41
par,4.85,2.94,5.67,253
parachute,5.2,4.94,4.09,162
parade,6.37,4.8,5.78,657
paradigm,5.55,4.71,5,37
paradise,7,4.82,7.9,676
paradox,5.4,5,4.26,65
paragraph,5.4,3.26,5.1,144
parakeet,6.65,4.5,4.55,55
paralegal,4.52,3.28,5.47,50
parallel,5.29,2.87,5.56,224
paralysis,2.9,5.07,2.9,100
paralyze,2.52,4.47,3.05,24
paramedic,5.16,4.9,4.5,107
paramedics,5.05,4.67,3.82,255
paramilitary,3.82,4.05,4.79,20
paranoia,2.6,5.57,4.56,136
paranoid,2.9,5.09,3.81,543
paranormal,4.05,4.42,4.25,67
paraphernalia,5.11,5.18,4.59,31
paraplegic,2.85,3.82,2.6,24
parasite,1.9,5.65,3.08,126
parasitic,1.95,4.82,2.71,24
parcel,5.45,4.18,5.83,71
parched,3.3,4.91,4.38,58
parchment,5.48,2.9,5.23,39
pardon,5.5,2.8,5,3297
parent,6.73,4.14,5,670
parental,6.21,2.73,5.93,105
parenthood,6.05,6,5.38,40
parenting,7.24,4.92,6.27,134
pariah,3.71,3.65,4.56,20
parish,4,3.45,5.57,154
park,7,2.7,5.56,3678
parka,5.84,2.72,5.86,31
parking,4.57,3.8,6.47,1379
parlay,5.15,3.29,5.38,34
parliament,4.9,2.81,4.08,114
parlor,5.85,2.71,5.29,303
parmesan,7,4.22,5.58,57
parody,5.75,4.76,5.52,36
parole,3.25,4.91,4.38,533
parrot,6.79,4.65,4.25,167
parsley,6.26,2.77,4.26,43
part,4.77,3.36,5.21,13337
partake,5.79,4.3,6.8,49
partial,5.29,3.8,5.59,247
participant,5.32,3.29,6.43,30
participate,5.5,4.44,6.42,224
participation,6.15,3.55,6.3,101
particle,5.24,4.74,4.59,91
particular,5.05,3.9,7.53,1423
parting,3.95,4.81,4.91,116
partition,4,3.1,5.39,25
partner,7.11,3.7,6,3836
partnership,6.5,3.73,6.33,270
partridge,5.95,3.15,4.55,173
party,7.18,6.08,5.92,11890
pass,5.73,4.38,4.78,5514
passage,5.88,3.35,5.68,390
passageway,5.58,4.45,5.42,60
passenger,4.55,3.82,4,549
passion,7.53,6.08,6.23,1008
passionate,7.17,6.33,6.62,306
passive,4.84,3.55,5.64,111
passkey,5.37,3.39,5.53,29
passport,6,4.35,5.32,534
password,5.5,3.71,6.39,407
past,5.09,4.71,5.18,6312
pasta,7.08,3.97,5.98,216
paste,4.95,2.62,5.84,87
pastime,5.94,2.75,5.48,41
pastor,5.35,3.91,5.38,219
pastrami,6.38,3.68,5.74,49
pastry,6.9,4.95,5.61,98
pasture,6.15,3.14,5.75,78
pasty,3.94,3.39,4.47,31
patch,5.11,2.84,4.4,888
patent,5.34,3.64,5.79,126
patented,5.05,3.6,5.11,41
paternal,5.86,3.27,5.59,41
paternity,5.81,3.95,5.32,49
path,5.71,3.74,4.62,1252
pathetic,3.11,3.56,3.18,1234
pathological,2.71,3.5,4,75
pathologist,4.2,3.74,4.55,41
pathology,3.91,4.15,4.83,73
pathway,6.05,2.77,6.23,58
patience,6.62,3.16,7.18,784
patient,6.71,2.77,4.83,3246
patio,6.61,2.55,5.64,133
patriot,5.8,4.86,6.09,133
patriotic,6.6,4.55,6.69,120
patriotism,6.55,3.89,6.23,84
patrol,4.04,4.26,5.27,792
patrolman,4.63,4.57,4.04,62
patron,5.7,2.91,6.11,158
patronize,3.48,3.15,5.73,80
patronizing,3.11,5.67,4.68,56
patter,5.79,3.5,5.17,36
pattern,5.53,3.14,5.39,738
pauper,3.95,3.33,3.85,25
pause,5.53,2.57,6.35,275
pave,5.61,2.74,5.04,20
pavement,5.5,2.64,4.65,103
pavilion,6.1,3.04,5.25,49
paw,5.43,4.09,5.56,159
pawn,3.9,4.29,5.16,221
pawnshop,4.63,4.15,4.5,41
pay,6.23,4.24,6.33,12985
payable,6.75,3.95,6.15,38
payback,5.09,5.85,5.88,195
paycheck,7.48,6.77,6.62,218
payday,7.95,6.81,5.54,128
payload,5.42,5.36,5.64,31
payment,5.16,4.44,5.19,538
payoff,6.5,6.22,5.42,113
payout,6.58,5.84,6.05,21
payphone,5.11,2.6,6,36
payroll,6.19,3.82,5.11,257
pea,6,2.41,5,199
peace,7.75,4.65,7.17,3550
peaceful,8,4.38,6.84,573
peacekeeper,6.79,4,6.32,21
peacetime,6.7,2.57,6.21,22
peach,6.83,4.7,5.74,324
peachy,6.47,4.7,5.93,105
peak,6.1,3.9,6.48,303
peanut,6.38,3.48,5.74,630
peanuts,5.63,3.86,5.45,385
pear,6.7,3.76,5.71,68
pearl,6.05,3.5,5.94,799
pearly,6.43,3.45,5.04,51
peasant,4.62,4,4.92,205
pebble,5.72,2.85,4.67,65
pecan,6.63,3.52,5.05,48
pecker,4.81,4.5,4.82,92
peculiar,4.68,4.05,5.67,385
pedal,5.16,3.89,6.06,104
peddle,4.89,3.52,5.22,54
peddler,3.77,4.83,4,30
pedestal,5.81,3.18,5.26,67
pedestrian,5.21,3.71,5.65,71
pediatric,5.75,3.78,5.38,80
pediatrician,6.95,4.29,5.32,72
pediatrics,5.29,2.42,4.73,27
pedicure,6.14,3.78,6.05,44
pedigree,6.33,4.09,5.59,39
pedophile,1.26,5.05,3.37,69
pee,4.5,3.32,5.91,925
peek,5.37,4.29,5.57,272
peekaboo,6.28,3.84,5.24,57
peel,4.68,3.71,5.57,273
peep,4.42,4.3,4.96,226
peeper,2.89,5.41,4.41,47
peephole,4.29,5.39,4.81,24
peer,5.64,4.05,6.05,78
peeved,3.55,5.5,5.22,23
pelican,6.21,3.55,4.96,89
pellet,4.65,3.8,5.67,67
pelvic,5.42,3.73,4.39,78
pelvis,5.33,4.2,5.16,103
pen,5.63,2.75,6.17,1261
penal,3.55,3.44,3.45,66
penalty,2.8,3.89,3.7,464
penance,4.77,3.89,4.9,73
pencil,5.65,3.11,6.03,503
pendant,5.83,4.05,5.68,46
pending,3.79,4.55,5.4,174
pendulum,5.17,2.77,4.13,27
penetrate,5.71,6.08,5.41,146
penetration,5.81,7.25,5.41,72
penguin,6.65,4,4.86,147
penicillin,5.67,3.38,4.64,125
penile,4.15,4.86,4.79,27
peninsula,5.95,3.55,4.5,70
penis,5.3,5.9,6.21,684
penitentiary,2.05,6.35,3.43,144
penmanship,5.62,3.04,6.67,28
pennant,5.42,3.2,5.75,38
penniless,2.55,5.76,5.6,63
penny,6.29,5.55,5.4,1239
pension,6.19,2.9,4.77,247
pentagram,4.42,3.89,4.24,49
penthouse,6.42,5.74,5.82,231
people,5.7,3.77,5.4,56252
pepper,5.63,4.3,5.75,449
peppermint,6.84,4.52,6.05,71
pepperoni,6.26,3.82,5.54,131
peppy,6.19,5.1,5.81,33
perceive,5.81,4.43,6,74
percent,5.67,3.24,5.5,1313
percentage,4.81,2.96,6.22,192
percentile,4.55,4.52,5.24,33
perception,6.05,3.57,6.2,180
perceptive,5.95,4.36,6.95,101
perch,5.35,3.38,5.26,50
percussion,6.53,3.43,5.62,29
perfect,7.19,4.71,6.53,8091
perfection,6.59,5.55,6.42,275
perfectionist,5.91,5.42,6.75,40
perform,6.48,5.15,5.82,821
performance,6.2,5.61,6.95,1113
performer,5.75,4.45,6.84,123
perfume,6.58,4.28,5.71,583
perfumed,6.4,4.75,6.25,34
peril,3.19,5.95,3.12,98
perilous,4.57,4.24,3.52,40
perimeter,5.45,3.7,5.85,461
period,3.33,4.2,6,1417
periodic,4.79,3.55,4.59,21
peripheral,4.95,3.86,5.52,49
periscope,5.21,3.6,5.3,70
perish,2.22,5.19,3.35,132
perjury,2.95,4.68,4.35,115
perk,7.32,5.78,5.89,72
perky,6,6.57,5.75,85
perm,5.05,3.19,5.07,51
permanent,5.06,3.82,4.32,619
permissible,5.3,3.3,6.12,23
permission,5.14,4,5.84,1587
permit,5.26,3.76,4.68,617
peroxide,5.11,3.63,5.2,55
perpetrator,3.52,5.75,3.48,86
perpetual,5.75,3.55,5.36,79
persecute,3.11,5.11,4.09,31
persecution,3.21,6.6,3.13,60
perseverance,6.33,3.41,6.89,37
persist,4.74,3.64,6.44,61
persistence,6.21,5.95,6,42
persistent,5.71,5.58,6.24,132
person,6.1,3.71,6,10857
persona,5.37,3.9,6.19,76
personal,6.09,3.57,4.72,4675
personality,6.14,4.5,6.71,811
personnel,5.37,3.67,5.45,835
perspective,6.21,3.64,6.36,419
perspiration,4,3.52,4.57,27
persuade,5.67,3.65,6,326
persuasion,5.67,5.16,5.73,100
persuasive,5.84,4.87,5.37,111
pertinent,5.24,4.83,5.5,60
perverse,3.52,4.87,4.9,66
perversion,3.55,5.48,3.85,40
pervert,2.45,5.18,2.82,352
perverted,3.26,6.9,3.96,90
pesky,4.15,4.32,4.67,52
pessimist,3.81,4.2,4.33,26
pessimistic,3.9,4.48,4,30
pest,2.67,5.14,4.36,146
pester,3.26,5.18,4.04,27
pestilence,2.95,4.23,4.33,30
pesto,5.91,5.58,5.57,25
pet,7.05,3.76,5.61,1029
petal,6.68,3.58,5.43,45
petite,5.86,4.78,5.37,54
petition,4.8,3.1,5.54,215
petitioner,5.55,3.83,6.24,24
petrified,3.37,5.17,3.58,88
petrol,4.52,4.04,4.55,80
petroleum,3.95,3.81,5.35,64
petticoat,5.57,3.87,5.48,40
petty,4.4,4.45,4.67,438
petunia,6.22,4.19,5.64,106
pew,5.38,2.41,5.44,53
phantom,4.26,5.23,4.46,208
pharaoh,5.45,4.63,5.52,112
pharmaceutical,4.67,3.35,5,104
pharmacist,6.33,4.48,6,78
pharmacy,5.05,3.68,6.05,175
phase,5.29,3.96,4.93,629
pheasant,4.95,4.05,5.69,41
phenomenal,7.11,5.35,6.04,118
phenomenon,6.79,5,5.05,234
pheromone,5.5,4.96,4.32,21
philanthropist,6.57,4.17,6,45
philosopher,6.63,3.71,6.58,155
philosophical,6.21,3.5,5.39,81
philosophy,5.48,2.9,6.6,422
phlegm,2.52,4.06,4,34
phobia,3.68,6.57,3.65,52
phone,6.09,3.43,4.44,13756
phonograph,6.14,3.32,5.5,56
phony,2.52,4.4,4.09,421
phooey,3.53,4.41,4.59,59
phosphate,4.74,3.71,4.61,22
phosphorus,4.43,3.91,4.33,34
photo,6.58,4.6,6.05,1165
photogenic,6.74,4.36,5.91,30
photograph,6.61,4.57,5.8,579
photographer,6.71,3.58,5.65,465
photographic,6.81,4.19,5.58,97
photography,6.67,3.96,6.2,198
photon,4.9,3.7,4.64,27
phrase,5.5,3,5.12,464
physical,5.9,5.5,7.26,1386
physical therapist,6.25,2.71,4.4,0
physician,5.24,3.96,5.23,313
physicist,5.9,3.41,5.7,69
physics,5.53,4.27,5.16,482
physiological,4.76,5.04,4.86,32
physiology,5.16,4.9,5.24,49
physique,5.74,4.57,6,33
pi,5.4,3.35,4.85,187
pianist,7.15,3.55,5.56,86
piano,6.4,3.61,5.42,1268
piazza,6.53,3.73,5.26,25
piccolo,5.5,4.33,4.96,65
pick,5.91,3.62,5.94,10118
picker,4.38,3.62,4.76,31
picket,4.38,3,5.45,113
pickle,6.52,3.48,5.84,235
pickled,5.55,3,5.12,76
pickpocket,2.35,6,3.6,38
pickup,4.84,3.85,6.5,389
picky,3.9,4.27,6.04,111
picnic,7.11,3.65,6.1,596
picture,6.73,3.29,6.12,7061
pictures,7.22,4.29,6.72,3477
picturesque,7.35,4.24,5.8,25
pie,6.45,4.05,6.29,1466
piece,5.23,3.57,5.11,6349
pier,5.86,3.75,6.14,334
piety,5,3.42,4.08,29
pig,4.83,3.68,5.04,1996
pigeon,5.58,2.95,5.04,301
piggy,4.71,3.18,5.07,225
piggyback,5.15,4.11,4.91,55
pigheaded,3.16,4.96,4.82,34
piglet,6.13,3.95,5.75,108
pigskin,4.47,4.35,5.15,20
pigsty,2.86,4.48,4.05,43
pike,4.73,4.09,5.5,234
pile,4.74,4.43,5.57,672
pileup,2.76,5.25,4.14,40
pilgrim,5.16,4.04,5,188
pilgrimage,5.24,3.17,4.9,58
pill,4.16,3.73,4.88,603
pillage,3.79,4.65,3.79,31
pillar,5.48,4.3,4.89,81
pillbox,4.73,2.85,5.86,25
pillow,7,2.9,6.34,581
pillowcase,6.3,2.62,6.32,33
pilot,6,5.6,6.16,1360
pimp,3.05,4.2,4.22,440
pimple,2.11,3.9,4.09,85
pin,5.29,3.73,5.76,835
pinball,6.1,4.95,6.07,78
pinch,3.5,4.44,4.77,312
pine,6.58,3.25,4.95,316
pineapple,6.9,4.41,5.65,130
ping,5.67,4.09,5.38,168
pinhead,3.95,3.9,4.86,43
pink,6.68,4.35,6.74,1452
pinkie,5.82,2.85,5.08,85
pinnacle,5.26,4.32,5.92,22
pinpoint,5.27,4.16,6.48,92
pint,5.53,3.52,5.18,167
pinup,5.74,4.91,5.29,28
pioneer,6,3.43,6.31,106
pious,3.95,3,4.25,48
pipe,4.75,4.11,5.92,989
pipeline,5.05,4.33,4.76,114
piping,5.09,4.1,5.85,36
pipsqueak,4.14,4.43,4.36,22
piracy,5.65,5.64,4.38,41
piranha,3.5,5.38,4.16,60
pirate,4.19,5.26,3.81,375
piss,2.73,4.74,5.63,1203
pisser,4.1,6.05,4.85,29
pistachio,6.09,4.68,5.48,77
pistol,3.92,5.79,4.53,513
piston,4.57,4.85,5.55,60
pit,3.85,3.5,4.04,674
pita,5.95,4,6.05,57
pitch,5.52,3.42,5.75,792
pitcher,5.7,4.09,6.08,165
pitchfork,3.53,4.35,4.6,35
pitiful,2.89,4.47,3.45,196
pituitary,4.79,4.4,4.91,32
pity,3.18,4.07,4.52,1199
pivot,4.95,3.29,5.87,23
pivotal,5.19,3.41,5.52,44
pixie,6.5,3.86,4.86,42
pizza,7.89,4.58,5.47,1709
pizzazz,6.79,5.95,5.42,29
pizzeria,6.52,5.41,5.86,21
place,5.86,3.52,6.53,30736
placebo,4.6,3.32,4.58,37
placement,4.96,3.48,6.2,98
placenta,5.05,4.35,4.64,24
placid,4.84,3.45,5.68,29
plague,2.42,6.67,2.96,424
plaid,5.71,3.72,5.64,82
plain,5.08,2.68,5.56,1113
plainclothes,4.94,3,4.32,28
plaintiff,4,3.86,4.25,187
plan,6.14,3.86,6.28,7432
plane,5.72,4.91,5.07,4872
planet,6.27,4.35,6.11,1975
planetarium,6.9,3.72,4.71,20
planetary,6.67,4.65,4.81,55
plank,4.76,4.3,6.05,104
plankton,5.36,3.6,4.41,80
planner,6.32,4,5.83,83
plant,7.05,3.94,6.45,1408
plantation,4.57,3.6,5.76,170
planter,5.85,2.67,6.86,32
plaque,3.38,4.52,5.32,106
plasma,6.05,5.3,5.19,254
plaster,5.24,3.9,4.89,134
plastic,4.48,3.36,5.24,957
plate,4.8,3.18,5.79,1308
plateau,5.84,3.68,5.63,29
platform,5,4.18,6.42,313
plating,5.14,3.29,6.33,22
platinum,6.2,4.78,5.75,123
platonic,4.63,3,5.52,62
platoon,4.65,4.28,4.54,368
platter,5.3,3.4,5.36,149
plausible,5.38,3.09,5.5,83
play,7.55,3.81,6.29,18081
playback,5.76,3.36,6.14,75
playbook,6.14,4.53,6.43,45
playboy,4.15,5.24,4.28,216
player,5.55,5.95,5.68,1926
playful,7.63,5.89,6.81,59
playground,7.14,4.67,6.32,260
playhouse,6.29,3.57,5.7,33
playmate,7.3,4.38,5.58,63
playoff,5.14,5.36,6.36,31
playpen,5.95,2.65,4.5,35
playroom,6.05,4.29,6.38,41
plaything,6.21,5.1,5.3,25
playtime,6.63,5.1,6.96,48
playwright,6.1,3.59,6.42,72
plaza,6.33,3.9,4.96,301
plea,4.35,4.64,4.93,349
plead,3.26,4.32,3.42,357
pleasant,7.24,2.91,6.7,1072
pleased,7.82,4.25,6.84,1455
pleasing,7.65,5.2,6.15,79
pleasurable,7.75,6.33,6.76,38
pleasure,7.8,6.8,7.18,4118
pledge,5.09,3.95,6,351
pliers,4.48,3.55,5.76,59
plight,4.21,3.85,4.8,63
plop,5.5,3.77,5.24,43
plot,4.9,4.52,5.29,591
plow,5.09,4.04,6.26,96
ploy,3.9,3,4.84,78
pluck,3.9,4.16,5.73,118
plug,4.42,3.35,5.67,531
plum,6.15,2.76,5.26,174
plumber,5.4,3.18,5.59,229
plumbing,4.45,3.36,5.5,247
plume,5.19,3,4.77,24
plummet,3.95,5.04,3.31,21
plump,4.95,4.43,5.22,75
plunder,4,5.05,4.46,43
plunge,4.62,4.6,3.89,114
plunger,4.25,3.15,5.2,48
plural,4.81,3.4,5.78,49
plush,6.32,3.05,5.62,28
plutonium,4.05,4.45,4.15,100
plywood,4.74,2.67,5.05,23
pneumatic,4.5,3.9,4.67,22
pneumonia,2.65,4.62,2.91,257
poacher,3.1,4.86,4.67,26
pocket,5.67,4.5,6.37,1821
pocketbook,5.6,3.42,6.42,76
pocketful,6.25,2.72,6.36,21
pod,5,3.32,5.11,408
podium,5.05,3.52,4.61,65
poem,6.62,4.15,6.31,696
poet,6.85,2.91,5.84,470
poetic,6.83,4.4,6.32,137
poetry,6.15,3.59,5.83,682
pogo,5.4,3.94,4.95,31
poignant,5.1,4.09,6.44,26
point,5.45,3.86,6.27,12063
pointer,4.57,3.73,6.12,55
pointless,3.22,4.26,3.75,183
pointy,4.26,4.55,5.04,104
poise,5.5,3.77,6.2,56
poison,2.16,6.01,3.38,1252
poisoning,2.27,6.35,3.74,302
poisonous,2.52,5.67,4,170
poke,4.14,5.41,6.74,298
poker,5.79,5.05,5.67,819
polar,5.19,3.95,4.1,135
pole,5.6,3.05,4.59,642
police,4.59,5.95,3.44,12044
police officer,4.67,5.48,4.05,0
policeman,4.21,4.06,5.76,598
policewoman,5.05,3.92,5.12,23
policy,3.77,3.3,6.11,1378
polio,2.67,5,3.44,45
polish,6,3.36,6.38,493
polite,6.57,2.95,7.4,711
politeness,7.33,3.04,7.05,29
political,4.35,4,4.08,1115
politician,3.25,4.7,4.1,167
politics,4,3.44,3.42,845
polka,4.79,4.17,5.04,124
poll,4.63,4.14,5.4,127
pollen,3.81,3.44,3.53,62
polling,4.55,3.25,5.91,20
pollute,1.88,4.91,4.47,23
pollution,2,5.19,4.16,97
polo,5.21,3.95,4.6,178
poltergeist,4.4,5.55,4.05,32
polyester,4.29,3.85,5,63
polygraph,3.95,4.31,4.87,81
polymer,5.35,3,5.08,32
pomp,5.32,3.57,4.87,20
pompous,3.26,4.76,3.9,122
poncho,5.48,3.74,5.71,44
pond,6.32,2.32,5.95,323
ponder,5.65,3.95,5.62,56
pony,6.71,4.29,5.9,413
ponytail,7.05,3.53,5.52,51
pooch,6.1,4.08,4.81,66
poodle,6.1,3.6,6.38,145
poof,5.7,3.8,4.73,110
pool,6.78,3.65,6.39,2396
poop,2.6,5.14,4.48,285
poor,3.67,4.67,4,6583
pop,6.05,4.45,5.68,3441
popcorn,7.26,5.23,5.39,465
pope,5.18,4.21,4.24,546
popper,5.05,4.23,4.91,20
popsicle,6.85,3.95,6.12,82
popular,5.71,4.74,5.19,1177
popularity,5.81,4.32,5.89,149
population,4.81,3.96,4.24,464
porcelain,6.14,3.14,5.24,80
porch,6.4,3.36,6.11,491
porcupine,6.38,4.95,4.89,33
pore,4.71,3.12,4.89,24
pork,5,3.8,5.85,537
porker,3.63,3.62,4.52,31
porky,3.7,4.29,4.3,30
porn,4.32,7.24,3.82,592
porno,5.53,5.82,5.52,230
pornographic,4.77,6.09,6.21,78
pornography,3.85,6,4.14,136
porridge,5,3.33,4.52,42
port,5.55,3.38,5.92,741
portable,5.91,3.38,6.86,204
portal,5.37,3.59,5.23,222
portfolio,5.95,3.36,5.32,104
porthole,4.86,3.25,5.45,28
portion,5.16,3.91,5.05,221
portrait,6.05,3.2,7,277
portray,5.35,3.09,6.11,43
pose,5.63,3.11,6.3,347
posh,5.58,3.95,5.45,65
position,5.56,3.35,4.72,3676
positioning,4.84,3.88,5.94,43
positive,7.57,5.5,7.26,1613
posse,4.52,4.41,5.77,221
possess,4.67,3.95,5.59,280
possession,5.14,4.04,5.47,680
possessive,3.26,4.86,5.26,65
possibility,6.55,4.85,5.77,1035
possible,7.14,3.71,6,5816
possum,3.74,4,4.57,105
post,5.05,3.58,6.32,1654
postage,5.09,2.57,4.36,48
postal,5.21,3.41,4.83,96
postcard,5.68,4.23,6.08,211
poster,5.35,3.14,5.95,305
posterior,5.33,2.9,5.12,31
posterity,5.89,3.85,5.62,33
postman,5.83,3.2,4.79,128
postmortem,3.19,4.71,3.32,67
postpone,4.32,2.94,4.76,199
postponement,4,4.36,5.37,26
posture,4.89,3.56,5.71,88
pot,5.81,4,6,1149
potassium,6.1,2.43,5.16,84
potato,6.4,2.38,5.46,576
potency,5.84,4.45,6.37,24
potent,4.9,5.05,5.91,76
potential,6.86,4.09,6.47,960
pothead,3.71,4.16,3.84,21
pothole,3.54,4.79,4.33,25
potion,5.65,5.12,4.96,380
potluck,6.59,4.95,5.29,22
potpourri,5.5,2.94,5.46,24
potted,5.74,2.8,4.9,24
pottery,5.79,2.75,6,94
potty,4.29,2.83,5.39,86
pouch,5.33,2.44,4.68,87
poultry,5.67,3.95,5.67,51
pounce,4.67,6.22,5.52,56
pound,4.62,4.26,6.11,708
pounding,4.1,4.71,4,310
pour,5.16,3.28,5.35,771
pout,3.33,4.14,5.52,55
poverty,2,5.3,3.16,221
powder,5.26,2.77,6.05,818
powdered,5.32,3.18,5.23,107
power,5.97,5.41,6.17,7600
powerful,6.46,5.41,6.95,1791
powerhouse,5.3,6.12,5.96,28
powerless,2.9,3.95,3.04,192
powwow,5.74,4.76,5.39,34
pox,2.62,4.4,3.36,75
practical,5.63,3.5,6.04,577
practice,5.72,2.5,6.11,2330
practitioner,5.05,4.86,5.3,43
pragmatic,4.58,3.38,5.45,30
prairie,5.33,2.41,5.38,143
praise,7.65,5.45,6.57,482
prance,6,5.05,6.1,39
prank,4.79,5.36,4.74,204
prawn,4.82,2.79,4.76,26
pray,6.57,3.25,6.58,1847
prayer,5.67,4.04,6.37,805
praying mantis,5.4,3.24,4.36,0
preach,4.15,3.71,5.68,122
preacher,5.09,4.55,4.85,342
precarious,4.5,3.7,3.94,20
precaution,4.57,4,6.12,174
precautionary,5.68,4.32,5,33
precedence,5.38,3.8,6.11,27
precedent,5.25,3.59,4.86,127
precinct,4.85,3.95,4.88,374
precious,6.84,3.64,5.75,1191
precise,6.1,5.25,6.17,265
precision,6.38,3.91,6.77,150
precocious,5.8,3.5,4.81,24
predator,3.24,4.72,3.86,134
predatory,3.16,5.26,4.32,32
predecessor,5.11,3.6,4.6,47
predicament,4.11,5.3,3.95,100
predict,6.29,4.68,5.23,203
predictable,5.25,2.86,6.64,154
prediction,5.62,5.6,5.5,66
preemptive,4.26,3.77,5.39,44
preface,5.52,2.9,4.77,28
prefect,6.45,4.33,6.04,41
prefer,5.62,4.65,6.89,1679
preferable,6.26,4.24,6.26,47
preference,6.16,4.23,7.27,119
preferential,5.15,3.68,5.38,20
prefix,5.24,3.7,4.85,21
pregnancy,4.79,5,4.56,334
pregnant,7.17,5.7,4.06,2653
prehistoric,5.68,4.55,4.5,88
prejudice,2.71,5.35,3.81,163
prejudiced,2.7,4.89,3.79,95
prejudicial,3.16,5.1,4.3,27
preliminary,4.73,3.73,5.37,244
prelude,6.05,3.9,5.57,30
premarital,5.73,4.76,5.86,33
premature,4.1,4.62,4.4,177
premed,4.6,4.22,5.71,37
premier,5.37,4.62,5.48,127
premiere,6.47,5.3,5.45,189
premise,5.43,4.25,4.86,61
premises,5.05,4,5.63,259
premium,6.9,5.5,5.86,88
premonition,5.11,4.64,5.3,189
prenatal,5.9,3.55,4.18,31
prenuptial,4.84,5.29,5.77,26
preoccupied,4.24,4.13,4.24,102
prep,5.29,3.19,6.45,385
preparation,5.62,3.77,6.57,206
prepare,5.32,4.15,7.26,1711
preposterous,5,5.95,5.14,155
preppy,4.96,4.35,6.05,39
prerogative,5.32,4.55,6.32,67
preschool,6.05,3.35,4.54,61
prescribe,5.21,3.23,5.71,74
prescription,4.55,3.14,5,376
presence,5.75,3.6,5.59,1064
present,6.85,4.82,6.65,4562
presentable,6.82,4.31,6.08,50
presentation,4.9,4.65,4.62,368
presenter,5.71,5.28,5.57,20
preservation,6.68,4.6,6,55
preserve,4.9,3,6,287
presidency,5.65,4.58,4.96,125
president,5.23,4.71,4.38,7174
presidential,4.95,4.06,5.18,285
press,5.39,2.8,4.78,3070
pressure,3.56,4.48,4.4,2709
prestige,6.23,3.91,6.79,70
prestigious,6.47,5.23,6.27,90
presume,4,3.4,5.73,415
presumption,4.42,4.5,5.69,38
presumptuous,4.1,3.47,4.81,69
pretend,4.62,4.3,5.58,2056
pretender,3.6,5.55,4.77,94
pretense,4.6,4.61,4.86,44
pretentious,3.76,4.09,5.29,97
pretext,4.61,3.11,4.92,65
pretty,7.7,5.5,6.7,20003
pretzel,6.81,5.7,5.69,102
prevail,5.73,4.55,6.58,107
prevailing,5.09,4.36,5.65,28
prevent,5.42,4.18,6.21,666
prevention,5.74,3.14,5.16,32
preview,5.74,3.7,5.48,73
previous,4.74,3.59,5.12,484
prey,3.74,4.56,3.24,281
price,4.94,3.4,4.61,2722
priceless,6.95,5.23,6.76,212
pricey,4.05,4.45,3.54,32
prick,2.81,4.26,4.58,720
prickly,3.59,5.21,4.76,29
pride,6.5,5.54,5.83,1411
priest,4.5,3.76,5.82,1336
